survey_year,country,industry,company_size,num_employees,annual_revenue_usd_millions,ai_adoption_rate,ai_maturity_score,years_using_ai,ai_budget_percentage,productivity_change_percent,task_automation_rate,time_saved_per_week,jobs_displaced,jobs_created,reskilled_employees,revenue_growth_percent,cost_reduction_percent,employee_satisfaction_score,customer_satisfaction
2023,China,Logistics,SME,569,321.53,24.4,0.205,4,7.02,1.7,15.09,4.59,15,22,51,0.87,9.47,5.08,5.03
2023,China,Logistics,SME,569,321.53,30.71,0.335,3,10.44,0.0,10.41,3.12,1,16,37,-1.06,5.12,5.51,4.92
2023,China,Logistics,SME,569,321.53,44.33,0.476,5,14.8,19.72,38.05,12.32,45,31,33,4.3,11.28,4.94,5.72
2024,China,Logistics,SME,569,321.53,49.87,0.508,5,13.59,15.01,38.6,11.68,58,34,60,16.97,10.05,5.48,5.0
2024,China,Logistics,SME,569,321.53,43.7,0.55,2,12.77,17.11,23.63,7.99,30,34,81,13.65,2.17,5.65,6.24
2024,China,Logistics,SME,569,321.53,35.88,0.42,3,18.53,16.46,14.05,4.79,21,33,49,5.28,2.53,6.86,5.64
2025,China,Logistics,SME,569,321.53,25.79,0.378,2,8.02,9.95,25.55,10.1,46,19,60,7.65,6.79,5.08,5.25
2025,China,Logistics,SME,569,321.53,39.52,0.379,5,8.64,5.69,23.82,6.83,34,25,47,5.85,2.6,5.9,4.15
2025,China,Logistics,SME,569,321.53,36.15,0.416,3,13.07,10.12,9.4,4.52,9,26,35,-1.82,9.85,6.47,5.21
2025,China,Logistics,SME,569,321.53,36.15,0.317,4,8.94,9.23,24.2,8.39,26,15,15,-1.94,5.02,4.05,4.98
2026,China,Logistics,SME,569,321.53,40.46,0.39,2,8.07,7.72,28.91,7.05,41,31,54,4.74,1.86,6.59,5.12
2026,China,Logistics,SME,569,321.53,47.88,0.435,4,8.58,20.93,33.2,6.25,42,29,40,4.26,5.13,4.76,8.15
2026,China,Logistics,SME,569,321.53,31.15,0.28,3,7.04,14.6,15.33,3.22,18,22,39,9.79,3.3,5.84,6.4
2026,China,Logistics,SME,569,321.53,42.58,0.4,7,8.41,13.61,19.72,5.07,20,36,56,8.83,4.49,6.63,5.88
2023,Singapore,Agriculture,SME,738,495.18,46.2,0.246,3,10.89,3.59,24.11,7.39,33,29,21,4.21,1.84,4.64,4.18
2023,Singapore,Agriculture,SME,738,495.18,42.77,0.354,6,8.02,4.09,13.39,5.32,24,42,46,7.28,6.15,4.7,3.85
2023,Singapore,Agriculture,SME,738,495.18,42.16,0.388,5,8.4,10.29,21.14,5.79,36,27,63,-0.81,2.59,6.94,6.26
2023,Singapore,Agriculture,SME,738,495.18,56.8,0.626,4,17.98,18.6,23.15,7.42,40,57,65,9.46,5.74,5.75,6.39
2024,Singapore,Agriculture,SME,738,495.18,53.48,0.469,6,14.36,14.32,23.05,4.55,33,56,64,10.84,7.88,6.04,6.92
2024,Singapore,Agriculture,SME,738,495.18,56.46,0.557,7,17.33,15.57,24.51,9.61,42,47,93,10.26,4.01,5.62,6.17
2024,Singapore,Agriculture,SME,738,495.18,56.33,0.54,5,16.46,10.44,18.91,8.73,34,59,33,13.87,4.79,4.57,5.13
2024,Singapore,Agriculture,SME,738,495.18,32.41,0.283,2,9.08,3.71,22.92,8.98,28,31,53,8.9,1.4,3.98,6.32
2025,Singapore,Agriculture,SME,738,495.18,53.95,0.466,7,13.62,9.34,18.76,6.52,26,46,69,6.85,7.49,4.66,4.8
2025,Singapore,Agriculture,SME,738,495.18,57.08,0.511,6,15.56,17.95,25.95,9.8,34,50,89,7.78,7.74,6.62,6.12
2025,Singapore,Agriculture,SME,738,495.18,46.22,0.438,9,8.95,11.98,20.97,5.45,22,43,69,1.21,6.95,5.18,5.72
2026,Singapore,Agriculture,SME,738,495.18,33.21,0.343,9,7.82,5.64,18.32,6.62,26,33,32,7.57,1.43,5.41,6.52
2026,Singapore,Agriculture,SME,738,495.18,70.48,0.548,4,16.12,16.99,25.72,7.26,31,61,109,11.6,8.66,5.23,6.41
2026,Singapore,Agriculture,SME,738,495.18,59.48,0.528,9,10.28,17.71,32.92,9.72,58,46,93,7.63,3.48,6.73,7.82
2026,Singapore,Agriculture,SME,738,495.18,45.1,0.468,5,9.26,11.22,25.51,8.48,33,44,75,13.58,4.96,5.07,6.67
2023,USA,Retail,Startup,24,16.48,14.61,0.175,6,8.22,2.25,16.65,5.42,1,1,1,-3.45,6.89,4.59,6.02
2023,USA,Retail,Startup,24,16.48,4.82,0.043,0,3.14,3.15,2.3,2.89,0,0,0,-5.0,5.52,5.6,5.35
2023,USA,Retail,Startup,24,16.48,27.98,0.333,5,11.76,1.99,9.27,6.41,1,1,1,-2.15,6.24,4.16,4.38
2023,USA,Retail,Startup,24,16.48,9.28,0.102,0,7.63,0.87,17.78,4.94,1,0,0,5.02,2.68,5.5,4.01
2024,USA,Retail,Startup,24,16.48,10.97,0.143,6,5.3,3.39,10.62,1.36,1,0,1,2.0,1.07,6.19,4.7
2024,USA,Retail,Startup,24,16.48,6.15,0.11,0,3.28,0.0,4.75,3.18,0,0,1,6.7,2.6,5.25,3.97
2024,USA,Retail,Startup,24,16.48,31.39,0.379,3,12.02,8.53,18.73,3.94,1,1,1,4.9,0.0,5.66,4.73
2024,USA,Retail,Startup,24,16.48,24.67,0.223,6,3.88,7.51,11.86,5.04,1,1,0,8.05,0.0,4.97,5.22
2025,USA,Retail,Startup,24,16.48,12.74,0.142,3,8.06,7.77,8.35,7.77,1,0,0,0.9,0.71,5.71,6.76
2025,USA,Retail,Startup,24,16.48,21.02,0.173,7,3.21,8.99,16.59,5.68,1,1,1,0.78,6.0,4.82,4.59
2025,USA,Retail,Startup,24,16.48,43.26,0.321,7,11.87,10.58,26.9,8.6,1,1,2,7.73,2.75,5.09,6.01
2026,USA,Retail,Startup,24,16.48,8.3,0.12,0,5.22,0.0,0.0,0.0,0,0,0,-0.61,0.0,5.56,4.38
2026,USA,Retail,Startup,24,16.48,12.64,0.178,3,2.31,1.92,17.58,4.35,1,0,1,4.36,5.17,6.07,5.17
2026,USA,Retail,Startup,24,16.48,25.28,0.144,9,5.92,0.93,23.42,8.07,1,1,0,-5.0,3.34,5.49,5.65
2026,USA,Retail,Startup,24,16.48,1.12,0.09,0,0.51,0.0,10.93,2.46,1,0,0,-4.35,0.0,3.98,3.73
2023,Italy,Technology,Startup,19,39.14,48.75,0.374,1,12.62,10.68,27.91,8.36,1,1,1,8.98,9.27,5.98,6.39
2023,Italy,Technology,Startup,19,39.14,53.0,0.48,1,14.79,12.57,21.39,8.51,1,1,2,1.17,12.1,5.2,5.8
2023,Italy,Technology,Startup,19,39.14,58.59,0.406,1,16.08,14.98,28.48,5.53,1,1,1,17.64,4.39,5.43,4.41
2023,Italy,Technology,Startup,19,39.14,46.92,0.548,1,14.62,11.9,30.68,6.97,1,1,3,1.28,8.08,6.72,6.6
2024,Italy,Technology,Startup,19,39.14,53.46,0.413,2,15.66,16.93,27.58,7.67,1,1,1,12.35,7.49,6.62,6.36
2024,Italy,Technology,Startup,19,39.14,47.24,0.32,1,12.44,7.96,23.29,7.45,1,1,1,6.42,1.85,6.49,4.55
2024,Italy,Technology,Startup,19,39.14,50.5,0.538,1,12.28,12.69,17.82,11.75,1,1,2,6.59,5.47,6.11,5.85
2024,Italy,Technology,Startup,19,39.14,70.72,0.568,2,18.69,15.18,26.85,6.86,2,2,2,6.27,11.16,7.14,5.63
2025,Italy,Technology,Startup,19,39.14,49.51,0.407,2,12.55,14.22,24.88,6.31,1,1,1,11.96,2.39,5.46,7.62
2025,Italy,Technology,Startup,19,39.14,47.55,0.59,1,14.27,9.88,20.36,5.05,1,1,2,4.25,0.58,6.31,4.61
2025,Italy,Technology,Startup,19,39.14,49.67,0.473,1,10.75,16.83,25.54,8.98,1,1,1,9.58,5.47,6.07,5.5
2025,Italy,Technology,Startup,19,39.14,51.92,0.393,2,11.8,8.14,28.91,9.34,1,1,1,10.28,7.57,6.29,4.43
2026,Italy,Technology,Startup,19,39.14,53.63,0.409,3,15.58,8.89,16.37,5.4,1,1,2,10.15,5.83,6.45,3.88
2026,Italy,Technology,Startup,19,39.14,51.68,0.435,1,11.22,20.47,39.55,10.46,2,1,1,15.05,8.08,5.49,7.2
2026,Italy,Technology,Startup,19,39.14,76.7,0.587,4,15.66,15.92,45.22,13.03,2,2,2,10.16,4.67,6.54,6.18
2026,Italy,Technology,Startup,19,39.14,62.52,0.559,1,14.68,16.11,27.78,10.99,1,2,2,12.17,7.11,5.51,5.57
2023,Germany,Consulting,SME,793,106.23,23.23,0.37,3,6.77,8.68,10.73,2.49,11,14,53,10.04,4.43,6.76,4.4
2023,Germany,Consulting,SME,793,106.23,34.22,0.196,4,7.21,7.27,16.55,6.24,29,38,3,3.37,10.47,5.25,4.22
2023,Germany,Consulting,SME,793,106.23,29.93,0.383,4,10.78,10.79,5.48,3.22,11,38,51,15.16,0.0,5.93,5.47
2023,Germany,Consulting,SME,793,106.23,30.08,0.201,5,4.06,0.0,13.06,3.43,32,38,22,-4.04,2.41,6.34,3.14
2024,Germany,Consulting,SME,793,106.23,15.16,0.224,5,8.89,5.09,0.0,2.04,0,21,17,2.91,1.75,4.4,4.4
2024,Germany,Consulting,SME,793,106.23,25.05,0.195,8,2.36,4.47,13.43,6.35,22,32,12,7.48,2.04,5.84,4.6
2024,Germany,Consulting,SME,793,106.23,24.42,0.181,8,5.25,6.24,12.55,3.17,24,29,26,-1.83,5.62,5.01,4.86
2024,Germany,Consulting,SME,793,106.23,15.65,0.171,7,6.69,6.78,26.28,8.46,36,23,46,2.8,9.34,5.14,4.58
2025,Germany,Consulting,SME,793,106.23,50.34,0.473,3,11.79,16.75,19.59,6.15,23,48,76,1.98,6.28,5.56,5.64
2025,Germany,Consulting,SME,793,106.23,42.86,0.328,7,7.96,9.3,21.85,5.73,61,37,36,11.58,8.18,5.98,5.45
2025,Germany,Consulting,SME,793,106.23,35.68,0.284,9,9.26,10.29,21.58,5.68,28,28,7,-0.16,4.78,4.67,5.26
2026,Germany,Consulting,SME,793,106.23,46.38,0.529,6,12.67,12.48,25.61,10.28,47,40,62,11.57,7.84,6.41,6.99
2026,Germany,Consulting,SME,793,106.23,42.77,0.248,6,5.97,13.43,23.52,8.93,36,43,45,-5.0,9.17,7.57,5.78
2026,Germany,Consulting,SME,793,106.23,32.02,0.412,10,14.48,7.66,23.03,11.05,44,27,29,7.58,2.32,5.41,5.91
2026,Germany,Consulting,SME,793,106.23,41.99,0.351,9,7.55,17.31,13.21,2.75,17,46,53,12.38,4.31,5.85,4.84
2023,UK,Finance,SME,612,359.76,41.87,0.267,5,8.56,6.94,15.13,5.98,23,23,27,14.17,6.99,4.85,4.9
2023,UK,Finance,SME,612,359.76,28.55,0.195,6,6.39,1.28,14.83,6.02,24,24,29,4.49,0.0,3.94,5.23
2023,UK,Finance,SME,612,359.76,39.56,0.326,2,11.01,5.06,19.07,6.34,22,31,34,6.18,0.0,5.17,6.86
2023,UK,Finance,SME,612,359.76,16.48,0.141,2,3.44,8.62,6.99,1.51,17,6,10,0.71,0.0,4.18,5.06
2024,UK,Finance,SME,612,359.76,44.78,0.296,2,8.82,12.32,19.63,3.29,23,36,37,14.29,5.39,6.11,4.3
2024,UK,Finance,SME,612,359.76,45.76,0.393,6,10.73,4.67,30.01,8.41,32,32,47,6.24,10.04,6.37,4.12
2024,UK,Finance,SME,612,359.76,37.72,0.312,2,9.48,7.11,25.08,5.04,22,32,39,15.18,5.1,5.74,5.12
2024,UK,Finance,SME,612,359.76,28.3,0.296,2,6.7,7.25,14.3,5.3,12,21,40,-5.0,2.07,5.3,3.72
2025,UK,Finance,SME,612,359.76,40.26,0.309,7,10.77,3.28,22.51,10.56,41,33,60,6.68,10.13,6.11,3.34
2025,UK,Finance,SME,612,359.76,36.2,0.397,7,11.36,20.25,20.06,3.84,37,28,42,14.46,0.97,5.65,6.32
2025,UK,Finance,SME,612,359.76,59.84,0.415,3,14.27,11.74,24.3,4.34,30,44,62,2.64,1.75,5.99,6.28
2025,UK,Finance,SME,612,359.76,36.87,0.431,7,11.11,6.75,19.12,5.58,18,29,40,5.8,3.04,4.49,5.38
2026,UK,Finance,SME,612,359.76,29.54,0.237,9,7.13,8.44,19.29,2.76,26,20,28,4.43,3.61,5.03,4.85
2026,UK,Finance,SME,612,359.76,26.61,0.197,9,4.2,6.75,10.05,4.55,14,18,24,-3.65,2.57,4.99,6.55
2026,UK,Finance,SME,612,359.76,54.52,0.353,5,8.0,7.99,25.4,7.43,32,38,50,12.98,6.6,5.54,5.55
2026,UK,Finance,SME,612,359.76,37.61,0.314,10,9.1,10.78,26.63,7.58,32,27,64,10.02,4.7,4.87,6.5
2023,Thailand,Technology,Enterprise,3956,6008.15,45.47,0.363,5,12.84,8.03,19.11,7.29,145,147,266,2.63,2.62,5.27,5.55
2023,Thailand,Technology,Enterprise,3956,6008.15,40.39,0.309,4,13.03,9.45,16.36,7.0,214,188,133,0.5,7.94,6.05,5.3
2023,Thailand,Technology,Enterprise,3956,6008.15,42.56,0.429,6,12.79,8.77,13.82,5.97,47,213,241,5.95,4.48,6.1,4.96
2023,Thailand,Technology,Enterprise,3956,6008.15,55.46,0.53,2,16.43,8.7,28.13,10.33,214,265,421,10.18,2.48,5.78,6.06
2024,Thailand,Technology,Enterprise,3956,6008.15,44.76,0.442,3,10.6,15.1,33.14,11.57,234,219,153,11.19,15.34,6.48,5.43
2024,Thailand,Technology,Enterprise,3956,6008.15,71.05,0.743,4,20.23,17.32,27.28,7.62,266,342,569,11.36,8.54,7.16,7.58
2024,Thailand,Technology,Enterprise,3956,6008.15,48.37,0.415,4,11.79,15.43,20.64,7.19,190,189,253,9.46,3.92,7.35,6.49
2024,Thailand,Technology,Enterprise,3956,6008.15,30.19,0.341,2,11.25,10.03,20.59,6.25,197,143,273,7.3,3.4,6.04,5.46
2025,Thailand,Technology,Enterprise,3956,6008.15,59.31,0.578,2,17.22,17.08,28.72,9.27,209,295,450,6.24,3.93,7.01,7.37
2025,Thailand,Technology,Enterprise,3956,6008.15,36.39,0.401,6,13.89,12.83,24.0,8.09,131,167,258,-0.14,6.96,5.82,6.34
2025,Thailand,Technology,Enterprise,3956,6008.15,37.28,0.41,8,15.9,5.69,10.66,6.22,116,163,133,-5.0,2.53,5.07,4.36
2026,Thailand,Technology,Enterprise,3956,6008.15,51.69,0.549,7,14.32,11.56,27.93,7.99,174,260,487,-1.77,4.81,5.26,5.49
2026,Thailand,Technology,Enterprise,3956,6008.15,38.8,0.349,7,10.31,7.09,16.0,5.71,136,198,64,-1.22,3.01,5.42,5.35
2026,Thailand,Technology,Enterprise,3956,6008.15,57.75,0.459,9,14.57,13.98,35.29,10.5,319,301,293,3.96,1.24,5.35,5.52
2023,Vietnam,Technology,SME,909,214.35,35.65,0.376,2,9.46,8.37,2.68,2.22,0,39,63,1.93,0.0,5.67,4.55
2023,Vietnam,Technology,SME,909,214.35,26.54,0.267,3,12.32,1.79,8.51,4.78,24,23,40,3.95,0.0,5.2,3.5
2023,Vietnam,Technology,SME,909,214.35,52.46,0.422,1,11.62,13.13,26.28,10.97,43,64,80,4.74,7.12,4.35,6.5
2023,Vietnam,Technology,SME,909,214.35,38.72,0.48,2,13.62,8.63,17.83,4.68,40,42,98,3.94,3.02,5.63,5.31
2024,Vietnam,Technology,SME,909,214.35,46.91,0.556,2,17.48,18.56,4.75,5.09,14,53,60,8.66,3.8,4.88,7.43
2024,Vietnam,Technology,SME,909,214.35,39.08,0.338,4,12.0,17.48,17.4,4.24,37,53,46,5.25,1.06,6.57,5.42
2024,Vietnam,Technology,SME,909,214.35,50.25,0.448,2,9.24,11.56,18.05,2.11,31,40,82,-1.72,9.0,4.55,5.81
2024,Vietnam,Technology,SME,909,214.35,50.94,0.43,1,12.75,9.43,19.65,6.18,34,59,67,8.0,1.7,5.81,5.34
2025,Vietnam,Technology,SME,909,214.35,34.91,0.398,4,13.78,10.43,16.93,2.61,49,39,43,5.83,7.9,4.9,7.23
2025,Vietnam,Technology,SME,909,214.35,53.34,0.566,3,15.3,21.68,32.7,10.73,53,44,67,15.32,5.32,5.46,7.74
2025,Vietnam,Technology,SME,909,214.35,48.37,0.395,3,11.56,9.89,25.26,9.18,57,50,65,4.58,6.3,6.19,5.58
2025,Vietnam,Technology,SME,909,214.35,48.26,0.462,3,15.48,10.0,12.79,3.86,20,48,46,6.32,5.98,6.73,5.87
2026,Vietnam,Technology,SME,909,214.35,35.22,0.319,4,8.82,8.8,15.02,6.18,33,36,53,1.7,4.4,5.85,4.55
2026,Vietnam,Technology,SME,909,214.35,49.11,0.376,5,9.38,15.07,27.64,6.95,42,59,83,10.5,6.37,6.3,5.93
2026,Vietnam,Technology,SME,909,214.35,41.82,0.518,4,11.48,15.78,25.65,7.44,35,42,66,9.0,6.61,5.8,6.49
2023,Italy,Agriculture,Startup,59,38.93,34.33,0.334,3,7.66,7.59,17.21,6.44,2,3,6,-5.0,9.58,5.49,5.32
2023,Italy,Agriculture,Startup,59,38.93,34.77,0.379,2,11.6,7.34,12.49,7.29,1,2,5,9.25,3.05,6.39,5.84
2023,Italy,Agriculture,Startup,59,38.93,43.83,0.511,4,10.21,16.75,28.14,10.08,3,3,7,5.35,3.93,6.63,5.94
2024,Italy,Agriculture,Startup,59,38.93,34.87,0.302,4,11.98,11.91,23.33,5.41,3,2,2,-3.76,9.18,6.2,6.88
2024,Italy,Agriculture,Startup,59,38.93,27.46,0.294,5,7.66,7.19,22.52,5.25,3,2,3,4.84,0.0,6.1,5.31
2024,Italy,Agriculture,Startup,59,38.93,44.55,0.361,4,9.38,14.58,30.55,7.53,3,3,2,3.98,11.64,4.36,6.05
2024,Italy,Agriculture,Startup,59,38.93,35.16,0.2,5,3.29,7.75,16.56,6.12,3,3,3,9.59,1.62,6.87,4.41
2025,Italy,Agriculture,Startup,59,38.93,49.31,0.521,2,12.43,14.21,32.0,13.37,4,3,6,7.7,9.38,5.69,5.22
2025,Italy,Agriculture,Startup,59,38.93,47.34,0.442,2,6.33,14.46,34.3,10.23,4,4,8,5.23,9.17,5.06,5.97
2025,Italy,Agriculture,Startup,59,38.93,45.82,0.39,3,9.93,11.28,22.26,4.16,3,4,1,13.82,3.18,4.9,6.76
2025,Italy,Agriculture,Startup,59,38.93,42.55,0.36,6,6.02,14.33,18.3,5.92,2,3,6,5.91,6.6,5.16,7.89
2026,Italy,Agriculture,Startup,59,38.93,36.9,0.235,7,4.01,3.41,14.44,6.85,2,2,2,-5.0,0.0,4.13,5.27
2026,Italy,Agriculture,Startup,59,38.93,65.71,0.601,2,12.0,11.42,30.32,10.32,4,4,9,13.15,8.21,6.42,4.85
2026,Italy,Agriculture,Startup,59,38.93,66.37,0.682,4,16.78,20.95,26.76,11.53,4,5,7,9.49,0.0,5.73,6.96
2023,New Zealand,Manufacturing,Startup,26,33.66,13.57,0.113,4,6.53,6.15,1.56,2.42,0,0,0,-1.22,3.06,6.36,6.13
2023,New Zealand,Manufacturing,Startup,26,33.66,8.94,0.127,0,0.0,0.0,4.95,2.06,0,0,1,-0.38,3.1,4.96,3.72
2023,New Zealand,Manufacturing,Startup,26,33.66,30.83,0.257,7,7.97,7.83,14.7,6.32,1,1,1,7.44,1.56,6.77,4.17
2023,New Zealand,Manufacturing,Startup,26,33.66,30.48,0.371,2,6.27,5.26,21.67,3.54,1,1,2,7.0,8.27,6.38,4.93
2024,New Zealand,Manufacturing,Startup,26,33.66,36.41,0.288,7,3.91,5.11,23.23,7.15,1,1,3,-2.63,10.39,6.99,5.73
2024,New Zealand,Manufacturing,Startup,26,33.66,49.1,0.384,8,8.75,2.77,17.59,7.9,1,1,2,11.28,2.77,4.98,4.68
2024,New Zealand,Manufacturing,Startup,26,33.66,14.92,0.148,6,9.69,4.96,3.91,0.42,0,0,0,4.62,0.0,4.7,4.57
2024,New Zealand,Manufacturing,Startup,26,33.66,36.45,0.351,2,9.91,11.36,21.91,7.97,1,1,1,9.76,6.43,4.12,5.44
2025,New Zealand,Manufacturing,Startup,26,33.66,18.69,0.194,7,5.78,4.8,18.31,9.56,1,1,0,-0.39,1.52,4.23,3.51
2025,New Zealand,Manufacturing,Startup,26,33.66,41.0,0.384,8,10.81,7.52,31.22,14.16,2,1,1,-2.12,8.53,4.97,4.2
2025,New Zealand,Manufacturing,Startup,26,33.66,43.16,0.325,3,12.44,11.44,17.68,5.27,1,1,2,10.99,8.57,4.97,6.08
2026,New Zealand,Manufacturing,Startup,26,33.66,46.26,0.501,10,11.07,8.56,17.96,5.7,1,1,3,13.77,4.51,7.29,6.41
2026,New Zealand,Manufacturing,Startup,26,33.66,44.93,0.341,6,5.36,13.4,36.71,12.43,3,1,1,2.22,10.58,6.75,4.57
2026,New Zealand,Manufacturing,Startup,26,33.66,25.57,0.204,4,9.04,4.23,3.68,0.0,0,1,1,12.45,1.71,5.92,4.52
2026,New Zealand,Manufacturing,Startup,26,33.66,33.38,0.413,7,13.08,2.9,22.02,7.94,1,1,3,-2.3,9.02,6.89,5.62
2023,Spain,Logistics,Startup,63,46.85,34.33,0.332,6,8.86,7.18,18.6,8.2,3,3,4,-3.65,10.55,5.66,5.67
2023,Spain,Logistics,Startup,63,46.85,27.8,0.155,5,3.85,2.28,22.03,6.82,3,1,2,-0.62,6.31,4.75,4.02
2023,Spain,Logistics,Startup,63,46.85,43.91,0.405,7,10.29,8.56,27.2,5.87,4,3,5,10.41,5.07,6.89,6.52
2023,Spain,Logistics,Startup,63,46.85,22.55,0.128,4,7.08,8.32,21.02,6.93,3,2,0,10.24,1.33,4.98,4.22
2024,Spain,Logistics,Startup,63,46.85,21.93,0.229,2,5.69,6.16,14.03,6.01,2,2,3,12.21,0.12,5.79,4.14
2024,Spain,Logistics,Startup,63,46.85,44.17,0.37,5,9.62,4.13,15.12,6.7,2,3,6,4.35,9.79,6.02,5.16
2024,Spain,Logistics,Startup,63,46.85,41.81,0.331,4,8.5,8.77,31.47,9.29,4,3,4,6.9,1.63,4.68,5.0
2024,Spain,Logistics,Startup,63,46.85,54.76,0.504,2,11.69,18.0,14.41,3.46,1,4,9,7.8,3.62,6.7,5.71
2025,Spain,Logistics,Startup,63,46.85,27.95,0.187,4,5.26,3.19,26.17,10.13,4,2,3,5.09,0.6,5.04,3.42
2025,Spain,Logistics,Startup,63,46.85,39.39,0.191,8,4.16,10.64,28.46,9.79,3,3,4,2.41,8.87,4.92,5.85
2025,Spain,Logistics,Startup,63,46.85,27.91,0.248,7,7.94,2.9,30.64,8.99,3,2,4,-5.0,1.61,5.75,5.38
2025,Spain,Logistics,Startup,63,46.85,27.19,0.172,6,10.53,0.0,12.89,3.44,2,2,3,-2.26,1.01,3.14,3.55
2026,Spain,Logistics,Startup,63,46.85,32.88,0.26,10,6.44,3.04,21.28,6.09,2,3,3,-5.0,7.4,4.78,3.12
2026,Spain,Logistics,Startup,63,46.85,40.81,0.406,8,10.47,11.75,31.49,7.61,4,3,1,3.33,6.83,5.34,5.72
2026,Spain,Logistics,Startup,63,46.85,35.97,0.268,5,6.65,18.37,27.19,10.14,5,3,3,11.67,3.75,4.53,6.17
2026,Spain,Logistics,Startup,63,46.85,36.36,0.21,9,6.81,5.44,25.12,7.3,3,3,5,1.72,5.12,5.6,4.22
2023,France,Agriculture,SME,364,414.24,15.14,0.191,5,7.83,9.6,4.01,3.83,3,10,15,2.52,3.33,5.49,5.06
2023,France,Agriculture,SME,364,414.24,27.18,0.271,6,8.33,8.45,16.96,5.5,10,12,25,2.29,2.97,6.01,5.0
2023,France,Agriculture,SME,364,414.24,22.9,0.3,5,8.79,5.15,19.65,7.18,13,9,28,-0.11,4.31,4.28,6.09
2023,France,Agriculture,SME,364,414.24,46.22,0.451,3,18.02,15.16,15.95,6.59,15,18,14,5.12,0.0,5.01,5.96
2024,France,Agriculture,SME,364,414.24,39.35,0.328,5,7.42,6.16,34.31,11.69,30,19,28,2.03,8.01,5.77,3.05
2024,France,Agriculture,SME,364,414.24,37.55,0.477,2,14.19,14.08,22.69,11.19,20,14,39,7.97,6.45,6.5,5.55
2024,France,Agriculture,SME,364,414.24,38.23,0.427,2,10.54,13.33,27.05,7.42,20,19,34,11.16,3.45,5.43,5.49
2024,France,Agriculture,SME,364,414.24,42.01,0.421,5,10.31,9.13,13.05,7.15,10,18,34,11.24,3.17,5.23,3.97
2025,France,Agriculture,SME,364,414.24,30.98,0.302,6,6.04,5.02,14.25,5.87,10,15,25,1.95,7.09,5.56,4.75
2025,France,Agriculture,SME,364,414.24,28.85,0.318,5,9.3,11.94,23.71,9.5,18,11,11,11.08,0.0,4.24,6.29
2025,France,Agriculture,SME,364,414.24,49.01,0.466,9,12.15,12.89,33.88,8.8,34,18,30,1.07,2.66,5.63,5.2
2025,France,Agriculture,SME,364,414.24,50.14,0.391,8,10.25,14.15,26.39,9.92,17,21,21,8.24,6.56,5.6,5.32
2026,France,Agriculture,SME,364,414.24,38.58,0.386,6,9.43,5.39,16.9,6.36,12,13,22,2.37,0.62,4.57,4.33
2026,France,Agriculture,SME,364,414.24,29.51,0.316,8,9.76,12.07,25.11,9.45,27,13,13,4.85,7.84,6.09,7.78
2026,France,Agriculture,SME,364,414.24,62.51,0.409,10,14.65,6.74,15.73,3.44,15,25,14,-5.0,6.97,5.38,5.85
2026,France,Agriculture,SME,364,414.24,41.16,0.336,4,8.14,10.44,25.51,6.21,26,17,36,4.97,7.1,5.5,5.61
2023,USA,Technology,Enterprise,16197,7603.15,49.12,0.496,6,16.6,17.98,23.97,9.42,765,897,1355,0.79,5.17,5.58,6.4
2023,USA,Technology,Enterprise,16197,7603.15,57.79,0.586,4,18.2,12.19,19.21,7.43,451,1118,1179,9.37,4.5,6.54,5.1
2023,USA,Technology,Enterprise,16197,7603.15,19.74,0.347,5,8.0,4.49,18.57,5.75,754,557,1162,0.35,7.35,5.57,4.83
2023,USA,Technology,Enterprise,16197,7603.15,45.31,0.406,3,13.33,8.74,26.19,6.34,845,928,1017,2.23,9.02,5.25,6.15
2024,USA,Technology,Enterprise,16197,7603.15,53.09,0.645,2,20.04,16.95,28.57,5.59,781,1081,2039,9.05,12.01,5.19,5.94
2024,USA,Technology,Enterprise,16197,7603.15,33.39,0.421,6,9.18,0.61,21.65,6.4,833,484,927,-3.05,3.9,5.89,2.86
2024,USA,Technology,Enterprise,16197,7603.15,37.69,0.387,5,10.08,17.19,21.17,8.66,663,706,1232,11.55,4.31,5.68,5.79
2024,USA,Technology,Enterprise,16197,7603.15,54.19,0.525,2,16.32,12.71,36.98,9.43,998,1056,2633,11.81,2.04,5.85,6.53
2025,USA,Technology,Enterprise,16197,7603.15,42.47,0.522,4,17.32,12.21,19.01,5.22,482,603,1225,7.24,7.1,5.81,4.63
2025,USA,Technology,Enterprise,16197,7603.15,54.7,0.579,9,17.72,23.2,41.08,11.08,1370,890,1490,4.61,10.46,5.78,7.33
2025,USA,Technology,Enterprise,16197,7603.15,55.76,0.565,4,16.89,19.85,38.54,10.06,1370,1051,1541,7.92,7.91,6.4,6.65
2025,USA,Technology,Enterprise,16197,7603.15,44.97,0.42,8,9.38,13.76,22.78,6.99,769,843,1900,-0.73,5.08,6.79,7.92
2026,USA,Technology,Enterprise,16197,7603.15,58.61,0.666,8,18.47,22.51,36.71,9.74,1312,1157,1681,16.43,12.21,5.8,6.79
2026,USA,Technology,Enterprise,16197,7603.15,74.41,0.726,4,24.43,27.47,33.74,11.74,1359,1513,1126,11.17,8.44,6.61,7.81
2026,USA,Technology,Enterprise,16197,7603.15,72.19,0.763,7,19.54,27.39,38.45,13.34,1184,1157,2071,16.3,11.83,6.72,7.71
